,Age,Gender,Home Language,Father Occupation,Mother Occupation,Number Of Siblings,Father Education,Mother Education,School Distance,Means to school,House Lighting,School Infrustructure,School Meal per day,School Cost,GPA,Family income source,Class Label,Bangla,English,Math,Science,History,Social Science,Religious Study,Family Annual income,Extra Tution,Hours of study per day
128,13-15 years,female,Native Language,Business,Business,Two Children,secondary,Honors/Equivalent ,4-5 km,School Bus/Bus,Electricity,Water,None,Low,3.49,Own business,No,36,87,66,85,82,84,48,550000,Yes,3 hours
129,13-15 years,male,Bangla,Public sector,Home maker,Four or more,Honors/ Equivalent ,secondary,0-0.5 km,Bicycle/motorbike,Electricity,Teaching facilities,Once,Mediam,2.61,Formal Wage,No,21,74,73,62,26,41,69,200000,Yes,2 hours
130,13-15 years,female,Bangla,Private sector,Worker,Three Children,primary,secondary,>7 km,Walk,Electricity,Water,None,Low,3.09,Casual Wage,No,85,74,28,61,35,60,89,600000,Yes,3 hours
131,15-18 years,female,Native Language,Freelancer ,Home maker,Three Children,primary,primary,1-2 km,Bicycle/motorbike,Electricity,Water,None,High,3.46,Own business,No,32,84,88,74,67,86,53,250000,Yes,3 hours
132,15-18 years,female,Bangla,Immigrant,Home maker,None,secondary,secondary,2-3 km,Rickshaw,Electricity,Teaching facilities,None,Mediam,2.42,Remittance,Yes,56,23,43,26,72,72,47,150000,No,1 hours
133,13-15 years,male,Bangla,Immigrant,Home maker,None,primary,primary,>7 km,Walk,Electricity,Teaching facilities,None,High,2.89,Remittance,No,42,49,83,29,35,74,92,300000,Yes,2 hours
134,13-15 years,female,Bangla,Agriculture,Immigrant,None,secondary,Honors/Equivalent ,2-3 km,Walk,Electricity,Teaching facilities,Once,Mediam,3.05,Farming,No,78,72,54,58,23,50,92,800000,Yes,3 hours
135,13-15 years,male,Native Language,Agriculture,Worker,None,primary,secondary,0-0.5 km,School Bus/Bus,Electricity,Teaching facilities,None,Mediam,2.95,Farming,No,89,74,91,46,57,22,34,500000,Yes,2 hours
136,13-15 years,female,Native Language,Business,Worker,Three Children,Masters/ Equivalent and above,secondary,0.5-1 km,Bicycle/motorbike,Paraffin,Teaching facilities,Once,Low,3.14,Own business,No,83,64,62,87,56,64,23,400000,Yes,3 hours
137,10-13 years,female,Native Language,Freelancer ,Agriculture,Three Children,secondary,primary,>7 km,Walk,Other,Toilet,Once,Low,3.02,Own business,No,89,86,24,64,74,49,37,250000,Yes,3 hours
138,15-18 years,female,English,Business,Home maker,Two Children,None,None,1-2 km,Walk,Electricity,Toilet,None,High,3.27,Own business,No,75,90,39,79,71,22,82,550000,Yes,3 hours
139,13-15 years,male,English,Public sector,Home maker,Two Children,Masters/ Equivalent and above,secondary,4-5 km,Bicycle/motorbike,Electricity,Teaching facilities,None,Mediam,2.76,Formal Wage,No,75,47,67,34,64,36,63,800000,Yes,2 hours
140,10-13 years,female,Native Language,Unemployed,Agriculture,Two Children,Honors/ Equivalent ,secondary,6-7 km,Rickshaw,Other,Teaching facilities,None,Low,2.65,Pansion,No,83,33,49,64,24,92,26,850000,Yes,2 hours
141,10-13 years,male,Native Language,Public sector,Home maker,Three Children,primary,secondary,1-2 km,Bicycle/motorbike,Other,Toilet,None,Mediam,2.32,Formal Wage,Yes,64,61,36,49,28,56,31,150000,No,1 hours
142,15-18 years,female,Native Language,Freelancer ,Public sector,None,None,None,2-3 km,Bicycle/motorbike,Electricity,Teaching facilities,None,High,2.59,Own business,Yes,43,62,30,82,27,56,63,900000,Yes,2 hours
143,10-13 years,female,Bangla,Business,Public sector,Two Children,primary,secondary,4-5 km,Bicycle/motorbike,Paraffin,Toilet,Once,Mediam,2.83,Own business,No,49,30,64,91,75,52,35,900000,Yes,2 hours
144,15-18 years,male,Bangla,Public sector,Private sector,None,primary,primary,1-2 km,Rickshaw,Other,Toilet,None,High,3.43,Formal Wage,No,56,76,47,85,92,51,73,600000,Yes,3 hours
145,10-13 years,female,Native Language,Immigrant,Business,Two Children,secondary,primary,4-5 km,Private car,Electricity,Teaching facilities,None,High,2.52,Remittance,Yes,92,25,58,21,62,71,24,700000,Yes,2 hours
146,15-18 years,female,Bangla,Freelancer ,Home maker,Two Children,Masters/ Equivalent and above,secondary,2-3 km,Bicycle/motorbike,Electricity,Toilet,Once,High,2.72,Own business,No,21,52,82,63,80,61,22,400000,Yes,2 hours
147,15-18 years,female,Native Language,Freelancer ,Home maker,Two Children,secondary,secondary,0.5-1 km,School Bus/Bus,Electricity,Water,Once,Low,2.36,Own business,Yes,33,34,56,48,47,22,91,300000,Yes,1 hours
148,10-13 years,male,Native Language,Unemployed,Home maker,Two Children,Honors/ Equivalent ,primary,2-3 km,Walk,Other,Teaching facilities,None,High,2.5,Pansion,Yes,20,83,58,79,21,55,34,500000,Yes,2 hours
149,13-15 years,male,Native Language,Immigrant,Business,Four or more,primary,primary,2-3 km,Walk,Electricity,Teaching facilities,None,Mediam,2.98,Remittance,No,86,48,72,46,70,72,23,900000,Yes,2 hours
150,10-13 years,female,Bangla,Worker,Agriculture,None,secondary,secondary,1-2 km,Private car,Other,Teaching facilities,None,High,2.09,Casual Wage,Yes,55,30,61,28,35,28,56,150000,No,1 hours
151,10-13 years,male,Bangla,Public sector,Home maker,Three Children,primary,None,1-2 km,Walk,Electricity,Toilet,None,High,2.55,Formal Wage,Yes,51,58,46,33,44,91,34,200000,Yes,2 hours
152,10-13 years,female,Native Language,Freelancer ,Home maker,Two Children,secondary,primary,0.5-1 km,School Bus/Bus,Electricity,Teaching facilities,None,Mediam,3.29,Own business,No,92,90,20,45,53,92,68,400000,Yes,3 hours
153,13-15 years,male,Native Language,Agriculture,Home maker,None,Masters/ Equivalent and above,secondary,2-3 km,Walk,Electricity,Teaching facilities,None,High,1.98,Farming,Yes,47,47,42,40,56,21,24,100000,No,0 to 30 minutes
154,13-15 years,female,Native Language,Immigrant,Home maker,Two Children,primary,secondary,>7 km,School Bus/Bus,Electricity,Teaching facilities,Once,High,2.41,Remittance,Yes,31,49,36,33,77,49,63,150000,No,1 hours
155,13-15 years,male,Native Language,Agriculture,Agriculture,None,primary,secondary,>7 km,Bicycle/motorbike,Paraffin,Teaching facilities,None,Low,3.96,Farming,No,68,86,85,90,85,49,92,600000,Yes,above 3 hours
156,15-18 years,male,Native Language,Immigrant,Agriculture,Four or more,primary,secondary,0.5-1 km,Bicycle/motorbike,Electricity,Teaching facilities,Once,Low,3.54,Remittance,No,63,83,91,88,37,76,57,350000,Yes,above 3 hours
157,10-13 years,female,Native Language,Freelancer ,Agriculture,None,primary,secondary,4-5 km,School Bus/Bus,Electricity,Teaching facilities,Once,Mediam,2.95,Own business,No,79,60,77,37,32,72,56,200000,Yes,2 hours
158,10-13 years,female,Native Language,Business,Home maker,Three Children,secondary,secondary,6-7 km,Walk,Other,Toilet,None,Low,3.46,Own business,No,88,77,32,78,59,76,74,250000,Yes,3 hours
159,15-18 years,female,Bangla,Public sector,Home maker,Three Children,secondary,primary,2-3 km,Walk,Electricity,Teaching facilities,None,Mediam,2.41,Formal Wage,Yes,24,31,79,48,25,70,61,180000,No,1 hours
160,10-13 years,male,Native Language,Immigrant,Home maker,Two Children,primary,secondary,6-7 km,Bicycle/motorbike,Electricity,Toilet,Once,Low,2.42,Remittance,Yes,30,82,29,72,21,59,46,300000,Yes,1 hours
161,13-15 years,female,Bangla,Worker,Agriculture,Three Children,secondary,secondary,4-5 km,Walk,Electricity,Toilet,None,High,2.56,Casual Wage,Yes,59,66,78,35,34,26,61,100000,No,2 hours
162,15-18 years,female,Native Language,Business,Immigrant,Two Children,primary,primary,4-5 km,Bicycle/motorbike,Electricity,Toilet,None,Mediam,3.16,Own business,No,46,82,52,75,70,48,69,300000,Yes,3 hours
163,13-15 years,female,Native Language,Worker,Home maker,None,primary,Honors/Equivalent ,4-5 km,Private car,Electricity,Teaching facilities,Once,High,3.11,Casual Wage,No,75,79,37,79,29,86,50,100000,No,3 hours
164,10-13 years,female,Native Language,Business,Home maker,Three Children,primary,None,1-2 km,School Bus/Bus,Electricity,Teaching facilities,None,Low,3.49,Own business,No,77,92,84,79,81,53,23,750000,Yes,3 hours
165,10-13 years,male,English,Public sector,Private sector,None,Honors/ Equivalent ,None,2-3 km,Walk,Electricity,Teaching facilities,Once,High,2.74,Formal Wage,No,54,34,82,76,58,40,40,450000,Yes,2 hours
166,10-13 years,female,Native Language,Freelancer ,Business,None,secondary,None,2-3 km,Walk,Other,Teaching facilities,None,High,3.44,Own business,No,92,73,45,71,26,88,86,700000,Yes,3 hours
167,13-15 years,female,Bangla,Worker,Public sector,Two Children,primary,Honors/Equivalent ,2-3 km,Walk,Electricity,Teaching facilities,None,High,2.79,Casual Wage,No,46,60,74,21,92,30,67,900000,Yes,2 hours
168,10-13 years,male,Bangla,Immigrant,Home maker,Two Children,secondary,None,0.5-1 km,School Bus/Bus,Electricity,Teaching facilities,None,Low,2.25,Remittance,Yes,70,38,30,31,44,68,34,300000,Yes,1 hours
169,10-13 years,female,Native Language,Worker,Home maker,Two Children,primary,None,0-0.5 km,Private car,Electricity,Teaching facilities,None,High,3.1,Casual Wage,No,83,61,28,61,85,28,88,750000,Yes,3 hours
170,15-18 years,male,Native Language,Immigrant,Business,None,Honors/ Equivalent ,secondary,>7 km,Rickshaw,Other,Teaching facilities,Once,High,2.82,Remittance,No,34,70,43,41,90,77,40,350000,Yes,2 hours
171,10-13 years,male,Bangla,Unemployed,Worker,Four or more,primary,primary,6-7 km,School Bus/Bus,Electricity,Water,None,Mediam,2.46,Pansion,Yes,73,30,37,46,51,33,75,180000,No,1 hours
172,13-15 years,female,Native Language,Freelancer ,Immigrant,Two Children,primary,secondary,0.5-1 km,School Bus/Bus,Electricity,Teaching facilities,None,Low,2.23,Own business,Yes,27,56,33,39,58,22,77,100000,No,1 hours
173,15-18 years,female,Native Language,Public sector,Home maker,None,None,secondary,0-0.5 km,Rickshaw,Electricity,Teaching facilities,None,Mediam,2.26,Formal Wage,Yes,64,54,71,31,41,24,31,150000,No,1 hours
174,10-13 years,female,Bangla,Immigrant,Freelancer,Two Children,Masters/ Equivalent and above,secondary,0-0.5 km,Private car,Electricity,Water,None,Low,2.34,Remittance,Yes,37,51,74,32,28,31,75,100000,No,1 hours
175,15-18 years,female,Bangla,Unemployed,Home maker,Three Children,primary,None,0.5-1 km,School Bus/Bus,Electricity,Teaching facilities,None,Mediam,2.28,Pansion,Yes,78,46,50,42,55,21,27,180000,No,1 hours
176,10-13 years,male,Native Language,Immigrant,Home maker,None,Honors/ Equivalent ,secondary,>7 km,Bicycle/motorbike,Electricity,Teaching facilities,Once,High,2.56,Remittance,Yes,28,74,43,32,81,59,42,350000,Yes,2 hours
177,13-15 years,female,Native Language,Immigrant,Agriculture,None,primary,secondary,0-0.5 km,Rickshaw,Paraffin,Teaching facilities,Once,High,2.64,Remittance,No,53,54,24,71,68,40,60,800000,Yes,2 hours
178,10-13 years,female,Native Language,Public sector,Home maker,Two Children,primary,secondary,4-5 km,Walk,Electricity,Electricity,None,Mediam,2.89,Formal Wage,No,64,43,84,20,82,80,32,500000,Yes,2 hours
179,13-15 years,male,Native Language,Immigrant,Home maker,Three Children,primary,secondary,0-0.5 km,Bicycle/motorbike,Electricity,Teaching facilities,None,High,2.09,Remittance,Yes,45,37,34,21,38,89,29,150000,No,1 hours
180,13-15 years,female,Bangla,Public sector,Public sector,Two Children,None,secondary,>7 km,Bicycle/motorbike,Other,Water,Once,High,2.74,Formal Wage,No,56,47,41,34,28,91,86,600000,Yes,2 hours
181,15-18 years,male,Native Language,Immigrant,Home maker,Two Children,primary,primary,1-2 km,Walk,Electricity,Toilet,None,High,3.11,Remittance,No,92,42,23,67,54,78,79,450000,Yes,3 hours
182,13-15 years,female,Native Language,Worker,Home maker,Two Children,primary,primary,0.5-1 km,Bicycle/motorbike,Electricity,Teaching facilities,None,Mediam,3.94,Casual Wage,No,79,91,79,54,86,90,72,300000,Yes,above 3 hours
183,10-13 years,female,Native Language,Immigrant,Home maker,Three Children,primary,secondary,0-0.5 km,Rickshaw,Electricity,Teaching facilities,None,Mediam,2.71,Remittance,No,50,83,57,53,30,77,29,750000,Yes,2 hours
184,10-13 years,male,Native Language,Worker,Worker,Two Children,secondary,Honors/Equivalent ,2-3 km,Walk,Electricity,Teaching facilities,None,High,1.93,Casual Wage,Yes,43,21,20,41,76,38,31,150000,No,0 to 30 minutes
185,13-15 years,female,Bangla,Worker,Home maker,Three Children,primary,secondary,0-0.5 km,Bicycle/motorbike,Electricity,Toilet,Once,High,3.19,Casual Wage,No,70,83,78,47,35,79,55,700000,Yes,3 hours
186,13-15 years,female,Native Language,Worker,Worker,Two Children,primary,secondary,4-5 km,Walk,Paraffin,Toilet,Once,Mediam,2.86,Casual Wage,No,47,21,44,66,82,68,72,400000,Yes,2 hours
187,15-18 years,female,Native Language,Business,Home maker,Two Children,primary,secondary,0.5-1 km,Bicycle/motorbike,Electricity,Electricity,None,High,2.23,Own business,Yes,57,26,31,40,92,36,30,100000,No,1 hours
188,10-13 years,female,Bangla,Worker,Home maker,Two Children,secondary,secondary,2-3 km,Rickshaw,Electricity,Teaching facilities,Once,High,2.24,Casual Wage,Yes,40,49,53,24,38,25,85,180000,No,1 hours
189,13-15 years,male,Native Language,Agriculture,Home maker,None,secondary,primary,1-2 km,Bicycle/motorbike,Other,Teaching facilities,None,Mediam,2.68,Farming,No,28,44,78,62,77,41,45,750000,Yes,2 hours
190,10-13 years,female,Native Language,Freelancer ,Home maker,Three Children,primary,primary,4-5 km,School Bus/Bus,Electricity,Teaching facilities,None,High,3.39,Own business,No,74,62,73,60,83,33,90,450000,Yes,3 hours
191,13-15 years,male,Native Language,Public sector,Business,None,secondary,secondary,4-5 km,School Bus/Bus,Electricity,Water,None,Low,3.34,Formal Wage,No,81,89,68,79,68,49,33,750000,Yes,3 hours
192,15-18 years,female,Bangla,Immigrant,Immigrant,None,secondary,primary,0-0.5 km,Rickshaw,Electricity,Teaching facilities,Once,Mediam,2.85,Remittance,No,72,33,66,84,44,47,53,200000,Yes,2 hours
193,15-18 years,female,Native Language,Public sector,Public sector,Two Children,secondary,primary,0-0.5 km,Bicycle/motorbike,Electricity,Teaching facilities,Once,High,3.13,Formal Wage,No,69,39,21,90,46,89,84,500000,Yes,3 hours
194,10-13 years,female,Bangla,Public sector,Worker,Two Children,secondary,secondary,4-5 km,Bicycle/motorbike,Electricity,Water,None,Low,2.94,Formal Wage,No,47,53,92,36,21,76,87,650000,Yes,2 hours
195,13-15 years,male,Native Language,Freelancer ,Home maker,Three Children,Honors/ Equivalent ,Honors/Equivalent ,1-2 km,Bicycle/motorbike,Electricity,Toilet,None,Mediam,1.73,Own business,Yes,22,24,22,26,79,27,42,300000,Yes,0 to 30 minutes
196,15-18 years,female,Native Language,Business,Home maker,None,Masters/ Equivalent and above,secondary,4-5 km,Bicycle/motorbike,Electricity,Toilet,Once,Mediam,2.41,Own business,Yes,36,24,49,60,54,91,24,200000,Yes,1 hours
197,10-13 years,female,Native Language,Worker,Home maker,Four or more,primary,secondary,4-5 km,School Bus/Bus,Electricity,Teaching facilities,Once,High,2.69,Casual Wage,No,25,57,29,79,78,73,35,900000,Yes,2 hours
198,10-13 years,female,Native Language,Worker,Public sector,Three Children,secondary,primary,0-0.5 km,School Bus/Bus,Electricity,Toilet,Once,Low,2.38,Casual Wage,Yes,29,73,55,38,25,88,25,100000,No,1 hours
199,13-15 years,male,Bangla,Agriculture,Home maker,None,primary,primary,>7 km,Rickshaw,Other,Teaching facilities,Once,High,2.12,Farming,Yes,35,33,66,21,23,32,87,100000,No,1 hours
200,15-18 years,male,Native Language,Private sector,Worker,Two Children,secondary,Honors/Equivalent ,4-5 km,Walk,Electricity,Toilet,None,High,2.83,Casual Wage,No,88,31,62,92,46,38,39,200000,Yes,2 hours
201,15-18 years,female,Bangla,Business,Home maker,Two Children,secondary,Masters/Equivalent and above,0-0.5 km,Private car,Other,Teaching facilities,Once,Mediam,3.66,Own business,No,83,85,75,51,83,82,54,750000,Yes,above 3 hours
202,above 18 years,male,Native Language,Agriculture,Home maker,Three Children,secondary,secondary,0-0.5 km,Rickshaw,Electricity,Teaching facilities,None,High,3.18,Farming,No,69,25,63,31,77,88,92,400000,Yes,3 hours
203,10-13 years,male,Native Language,Private sector,Agriculture,None,secondary,secondary,6-7 km,School Bus/Bus,Electricity,Teaching facilities,None,High,2.69,Casual Wage,No,34,77,73,72,38,53,29,550000,Yes,2 hours
204,13-15 years,female,Native Language,Public sector,Home maker,Two Children,Masters/ Equivalent and above,secondary,2-3 km,Rickshaw,Electricity,Teaching facilities,Once,Mediam,3.23,Formal Wage,No,36,88,91,85,44,56,52,850000,Yes,3 hours
205,13-15 years,female,English,Freelancer ,Home maker,Four or more,primary,secondary,1-2 km,Walk,Paraffin,Electricity,Once,Mediam,3.33,Own business,No,42,72,86,85,55,56,70,700000,Yes,3 hours
206,10-13 years,female,Native Language,Immigrant,Public sector,Three Children,primary,primary,1-2 km,Walk,Electricity,Teaching facilities,None,Low,2.32,Remittance,Yes,22,74,30,21,47,48,83,100000,No,1 hours
207,10-13 years,male,Native Language,Private sector,Business,None,secondary,secondary,2-3 km,Walk,Electricity,Water,None,Mediam,2.91,Casual Wage,No,46,65,49,84,42,84,38,800000,Yes,2 hours
208,10-13 years,female,Bangla,Agriculture,Home maker,Two Children,Masters/ Equivalent and above,primary,>7 km,Rickshaw,Electricity,Electricity,Once,High,3.16,Farming,No,88,49,64,35,85,78,43,600000,Yes,3 hours
209,13-15 years,male,Bangla,Private sector,Public sector,Three Children,secondary,secondary,2-3 km,Walk,Electricity,Toilet,None,Mediam,3.17,Casual Wage,No,37,55,90,66,26,82,88,250000,Yes,3 hours
210,13-15 years,female,Native Language,Worker,Immigrant,None,primary,secondary,0.5-1 km,Bicycle/motorbike,Electricity,Water,Once,High,2.16,Casual Wage,Yes,34,39,66,47,61,26,29,150000,No,1 hours
211,13-15 years,female,Bangla,Private sector,Home maker,None,Masters/ Equivalent and above,primary,>7 km,School Bus/Bus,Paraffin,Teaching facilities,None,Mediam,2.94,Casual Wage,No,53,75,37,87,33,82,45,900000,Yes,2 hours
212,13-15 years,male,Native Language,Worker,Freelancer,Three Children,Masters/ Equivalent and above,secondary,6-7 km,Rickshaw,Paraffin,Teaching facilities,None,Low,2.91,Casual Wage,No,53,41,85,63,61,76,29,150000,No,2 hours
213,13-15 years,female,Native Language,Private sector,Home maker,Four or more,primary,primary,6-7 km,Walk,Electricity,Teaching facilities,None,Mediam,3.05,Casual Wage,No,63,68,79,64,41,34,78,900000,Yes,3 hours
214,10-13 years,male,Native Language,Unemployed,Home maker,None,Honors/ Equivalent ,Honors/Equivalent ,0-0.5 km,School Bus/Bus,Electricity,Teaching facilities,None,Mediam,3.21,Pansion,No,38,87,52,91,69,79,34,400000,Yes,3 hours
215,13-15 years,male,Bangla,Immigrant,Freelancer,None,secondary,secondary,0-0.5 km,Walk,Other,Water,Once,Mediam,2.94,Remittance,No,27,81,32,71,87,46,67,600000,Yes,2 hours
216,13-15 years,male,Bangla,Private sector,Home maker,Two Children,primary,primary,0.5-1 km,Private car,Paraffin,Teaching facilities,None,High,3.1,Casual Wage,No,45,62,73,81,81,59,33,400000,Yes,3 hours
217,10-13 years,female,Native Language,Immigrant,Business,Two Children,secondary,primary,0-0.5 km,Bicycle/motorbike,Electricity,Teaching facilities,Once,High,2.17,Remittance,Yes,41,47,31,20,56,50,59,180000,No,1 hours
218,15-18 years,female,Bangla,Worker,Home maker,Two Children,secondary,secondary,2-3 km,Bicycle/motorbike,Paraffin,Teaching facilities,Once,High,2.95,Casual Wage,No,67,82,55,68,66,45,30,600000,Yes,2 hours
219,15-18 years,female,Native Language,Worker,Public sector,Two Children,secondary,Honors/Equivalent ,>7 km,Walk,Electricity,Teaching facilities,None,High,2.92,Casual Wage,No,50,39,42,87,80,58,53,600000,Yes,2 hours
